length_mm,width_mm,height_mm,thickness_mm,area_mm2,moment_of_inertia_mm4,material_name,youngs_modulus_MPa,poisson_ratio,yield_strength_MPa,density_kg_m3,force_N,moment_Nmm,pressure_MPa,torque_Nmm,load_type,boundary_condition,max_stress_MPa,von_mises_stress_MPa,safety_factor,deflection_mm,strain
944.44,180.61,63.46,41.72,7535.89,3846783.4,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,0,0,49.41,48.47,4.35,8.5888,0.000256
963.64,184.49,65.9,43.38,8003.04,4399432.44,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,1,1,7.98,7.83,34.6,22.8038,0.000116
982.83,188.37,68.33,45.03,8483.03,5008667.41,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,2,2,10.77,10.58,32.49,7.4878,5.4e-05
1002.02,192.24,70.77,46.69,8975.85,5678151.84,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,0,0,51.94,51.08,16.94,12.5556,0.000456
1021.21,196.12,73.21,48.34,9481.51,6411661.39,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,1,1,7.15,7.04,30.77,11.6778,6.1e-05
1040.4,200.0,75.64,50.0,10000.0,7213083.78,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,2,2,9.69,9.55,22.19,6.7835,5e-05
1059.6,10.0,78.08,2.0,20.0,396631.15,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,0,0,3568.21,3522.4,0.08,371.3905,0.051713
1078.79,13.88,80.51,3.66,50.72,603568.7,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,1,1,1392.9,1377.17,0.25,90.4868,0.006965
1097.98,17.76,82.95,5.31,94.29,844444.21,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,2,2,1074.23,1063.88,0.82,121.9763,0.00944
1117.17,21.63,85.38,6.97,150.68,1122192.65,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,0,0,500.84,496.89,0.44,95.6713,0.004281
1136.36,25.51,87.82,8.62,219.92,1439861.08,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,1,1,338.79,336.75,0.63,48.376,0.001755
1155.56,29.39,90.26,10.28,301.98,1800608.66,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,2,2,353.13,351.68,0.78,115.655,0.005118
1174.75,33.27,92.69,11.93,396.89,2207706.63,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,0,0,201.7,201.27,1.74,34.7428,0.001009
1193.94,37.14,95.13,13.59,504.63,2664538.32,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,1,1,155.1,155.07,5.67,53.9485,0.001363
1213.13,41.02,97.56,15.24,625.21,3174599.14,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,2,2,178.95,179.28,1.23,46.9142,0.00153
1232.32,44.9,100.0,16.9,758.62,3741496.6,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,0,0,112.92,113.35,1.9,25.6782,0.000585
1251.52,48.78,5.0,18.55,904.87,508.08,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,1,1,333.67,335.6,0.83,562276.2691,0.004836
1270.71,52.65,7.44,20.21,1063.95,1804.03,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,2,2,189.16,190.61,1.85,58025.1883,0.000946
1289.9,56.53,9.87,21.86,1235.88,4532.01,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,0,0,76.67,77.41,11.48,43075.9048,0.000674
1309.09,60.41,12.31,23.52,1420.63,9385.22,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,1,1,82.68,83.61,2.66,21451.3687,0.000707
1328.28,64.29,14.74,25.17,1618.23,17168.92,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,2,2,87.92,89.06,2.45,7531.1537,0.000456
1347.47,68.16,17.18,26.83,1828.66,28800.48,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,0,0,57.33,58.16,4.81,13294.3523,0.000831
1366.67,72.04,19.62,28.48,2051.92,45309.35,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,1,1,49.88,50.67,7.02,3084.2364,0.000249
1385.86,75.92,22.05,30.14,2288.02,67837.08,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,2,2,60.13,61.15,14.64,3827.52,0.000528
1405.05,79.8,24.49,31.79,2536.96,97637.29,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,0,0,47.14,48.0,4.67,2732.8382,0.000403
1424.24,83.67,26.92,33.45,2798.73,136075.71,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,1,1,36.04,36.72,5.97,1255.1851,0.000187
1443.43,87.55,29.36,35.1,3073.34,184630.14,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,2,2,45.4,46.29,6.08,2730.7301,0.000658
1462.63,91.43,31.79,36.76,3360.79,244890.49,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,0,0,41.88,42.72,8.36,749.169,0.000209
1481.82,95.31,34.23,38.41,3661.07,318558.74,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,1,1,28.0,28.57,31.43,1067.0338,0.000246
1501.01,99.18,36.67,40.07,3974.19,407448.98,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,2,2,36.09,36.82,6.1,854.9988,0.000308
1520.2,103.06,39.1,41.72,4300.14,513487.37,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,0,0,39.52,40.32,5.44,433.1583,0.000205
1539.39,106.94,41.54,43.38,4638.93,638712.16,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,1,1,22.71,23.16,12.15,1025.3916,0.000329
1558.59,110.82,43.97,45.03,4990.56,785273.71,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,2,2,29.71,30.28,11.78,302.7682,0.000149
1577.78,114.69,46.41,46.69,5355.02,955434.44,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,0,0,38.99,39.72,22.57,459.9884,0.000343
1596.97,118.57,48.85,48.34,5732.32,1151568.89,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,1,1,18.99,19.32,11.59,390.2633,0.000162
1616.16,122.45,51.28,50.0,6122.45,1376163.68,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,2,2,25.1,25.52,8.57,208.0494,0.00013
1635.35,126.33,53.72,2.0,252.65,1631817.49,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,0,0,450.59,457.46,0.61,515.5272,0.00653
1654.55,130.2,56.15,3.66,475.92,1921241.13,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,1,1,229.86,233.04,1.52,158.6198,0.001149
1673.74,134.08,58.59,5.31,712.02,2247257.49,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,2,2,219.38,222.07,4.01,250.1432,0.001928
1692.93,137.96,61.03,6.97,960.96,2612801.52,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,0,0,135.91,137.34,1.62,219.5445,0.001162
1712.12,141.84,63.46,8.62,1222.73,3020920.3,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,1,1,93.41,94.23,2.3,120.7157,0.000484
1731.31,145.71,65.9,10.28,1497.34,3474772.97,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,2,2,108.84,109.59,2.54,307.7102,0.001577
1750.51,149.59,68.33,11.93,1784.79,3977630.78,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,0,0,87.57,88.0,4.0,97.1692,0.000438
1769.7,153.47,70.77,13.59,2085.07,4532877.05,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,1,1,57.12,57.3,15.4,156.9412,0.000502
1788.89,157.35,73.21,15.24,2398.18,5144007.21,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,2,2,70.82,70.89,3.11,140.8111,0.000605
1808.08,161.22,75.64,16.9,2724.14,5814628.76,Stainless_Steel_304,193000,0.29,215,8000,44959.6,89898.99,39.8,44949.49,0,0,70.9,70.82,3.03,79.0156,0.000367
1827.27,165.1,78.08,18.55,3062.93,6548461.3,Aluminum_6061,69000,0.33,276,2700,45463.64,90909.09,40.82,45454.55,1,1,40.5,40.37,6.82,205.2412,0.000587
1846.46,168.98,80.51,20.21,3414.55,7349336.52,Steel_AISI_1020,200000,0.29,350,7850,45967.68,91919.19,41.84,45959.6,2,2,51.76,51.51,6.76,65.9513,0.000259
1865.66,172.86,82.95,21.86,3779.01,8221198.19,Titanium_Ti6Al4V,113800,0.342,880,4430,46471.72,92929.29,42.86,46464.65,0,0,64.22,63.78,13.7,108.2573,0.000564
1884.85,176.73,85.38,23.52,4156.31,9168102.19,Copper_C11000,117000,0.355,220,8940,46975.76,93939.39,43.88,46969.7,1,1,31.02,30.76,7.09,98.6011,0.000265
1904.04,180.61,87.82,25.17,4546.45,10194216.46,Stainless_Steel_304,193000,0.29,215,8000,47479.8,94949.49,44.9,47474.75,2,2,40.39,39.97,5.32,56.108,0.000209
1923.23,184.49,90.26,26.83,4949.42,11303821.05,Aluminum_6061,69000,0.33,276,2700,47983.84,95959.6,45.92,47979.8,0,0,61.82,61.08,4.46,147.6463,0.000896
1942.42,188.37,92.69,28.48,5365.22,12501308.1,Steel_AISI_1020,200000,0.29,350,7850,48487.88,96969.7,46.94,48484.85,1,1,24.93,24.6,14.04,48.0222,0.000125
1961.62,192.24,95.13,30.14,5793.86,13791181.83,Titanium_Ti6Al4V,113800,0.342,880,4430,48991.92,97979.8,47.96,48989.9,2,2,32.85,32.37,26.79,79.7225,0.000289
1980.81,196.12,97.56,31.79,6235.34,15178058.55,Copper_C11000,117000,0.355,220,8940,49495.96,98989.9,48.98,49494.95,0,0,61.54,60.56,3.57,73.3811,0.000526
2000.0,200.0,100.0,33.45,6689.66,16666666.67,Stainless_Steel_304,193000,0.29,215,8000,50000.0,100000.0,50.0,50000.0,1,1,20.7,20.35,10.39,42.1701,0.000107
100.0,10.0,5.0,35.1,351.03,104.17,Aluminum_6061,69000,0.33,276,2700,100.0,0.0,0.0,0.0,2,2,1.1,1.08,249.87,4.7224,1.6e-05
119.19,13.88,7.44,36.76,510.12,475.48,Steel_AISI_1020,200000,0.29,350,7850,604.04,1010.1,1.02,505.05,0,0,5.2,5.1,67.31,3.6533,2.6e-05
138.38,17.76,9.87,38.41,682.04,1423.41,Titanium_Ti6Al4V,113800,0.342,880,4430,1108.08,2020.2,2.04,1010.1,1,1,10.17,9.98,86.49,6.1607,8.9e-05
157.58,21.63,12.31,40.07,866.8,3360.92,Copper_C11000,117000,0.355,220,8940,1612.12,3030.3,3.06,1515.15,2,2,11.5,11.27,19.14,5.453,9.8e-05
176.77,25.51,14.74,41.72,1064.39,6813.06,Stainless_Steel_304,193000,0.29,215,8000,2116.16,4040.4,4.08,2020.2,0,0,8.79,8.61,24.47,3.0223,4.6e-05
195.96,29.39,17.18,43.38,1274.82,12416.97,Aluminum_6061,69000,0.33,276,2700,2620.2,5050.51,5.1,2525.25,1,1,8.08,7.92,34.18,7.8239,0.000117
215.15,33.27,19.62,45.03,1498.09,20921.88,Steel_AISI_1020,200000,0.29,350,7850,3124.24,6060.61,6.12,3030.3,2,2,10.07,9.88,34.75,2.5275,5e-05
234.34,37.14,22.05,46.69,1734.19,33189.11,Titanium_Ti6Al4V,113800,0.342,880,4430,3628.28,7070.71,7.14,3535.35,0,0,11.21,10.99,78.53,4.2002,9.8e-05
253.54,41.02,24.49,48.34,1983.12,50192.06,Copper_C11000,117000,0.355,220,8940,4132.32,8080.81,8.16,4040.4,1,1,6.97,6.85,31.55,3.8937,6e-05
272.73,44.9,26.92,50.0,2244.9,73016.23,Stainless_Steel_304,193000,0.29,215,8000,4636.36,9090.91,9.18,4545.45,2,2,9.11,8.95,23.6,2.2641,4.7e-05
291.92,48.78,29.36,2.0,97.55,102859.22,Aluminum_6061,69000,0.33,276,2700,5140.4,10101.01,10.2,5050.51,0,0,153.49,150.96,1.8,6.1063,0.002224
311.11,52.65,31.79,3.66,192.46,141030.68,Steel_AISI_1020,200000,0.29,350,7850,5644.44,11111.11,11.22,5555.56,1,1,81.19,79.94,4.31,2.0399,0.000406
330.3,56.53,34.23,5.31,300.2,188952.4,Titanium_Ti6Al4V,113800,0.342,880,4430,6148.48,12121.21,12.24,6060.61,2,2,79.75,78.63,11.03,3.4836,0.000701
349.49,60.41,36.67,6.97,420.77,248158.23,Copper_C11000,117000,0.355,220,8940,6652.53,13131.31,13.27,6565.66,0,0,51.15,50.51,4.3,3.302,0.000437
368.69,64.29,39.1,8.62,554.19,320294.1,Stainless_Steel_304,193000,0.29,215,8000,7156.57,14141.41,14.29,7070.71,1,1,35.76,35.36,6.01,1.9555,0.000185
387.88,68.16,41.54,10.28,700.44,407118.06,Aluminum_6061,69000,0.33,276,2700,7660.61,15151.52,15.31,7575.76,2,2,42.5,42.1,6.49,5.3547,0.000616
407.07,72.04,43.97,11.93,859.52,510500.22,Steel_AISI_1020,200000,0.29,350,7850,8164.65,16161.62,16.33,8080.81,0,0,36.11,35.83,9.69,1.8118,0.000181
426.26,75.92,46.41,13.59,1031.44,632422.8,Titanium_Ti6Al4V,113800,0.342,880,4430,8668.69,17171.72,17.35,8585.86,1,1,23.18,23.05,37.96,3.1275,0.000204
445.45,79.8,48.85,15.24,1216.2,774980.1,Copper_C11000,117000,0.355,220,8940,9172.73,18181.82,18.37,9090.91,2,2,29.17,29.06,7.54,2.992,0.000249
464.65,83.67,51.28,16.9,1413.79,940378.51,Stainless_Steel_304,193000,0.29,215,8000,9676.77,19191.92,19.39,9595.96,0,0,31.82,31.76,6.76,1.7861,0.000165
483.84,87.55,53.72,18.55,1624.22,1130936.52,Aluminum_6061,69000,0.33,276,2700,10180.81,20202.02,20.41,10101.01,1,1,17.19,17.2,16.05,4.9249,0.000249
503.03,91.43,56.15,20.21,1847.49,1349084.68,Steel_AISI_1020,200000,0.29,350,7850,10684.85,21212.12,21.43,10606.06,2,2,22.24,22.28,15.74,1.6765,0.000111
522.22,95.31,58.59,21.86,2083.59,1597365.67,Titanium_Ti6Al4V,113800,0.342,880,4430,11188.89,22222.22,22.45,11111.11,0,0,31.04,31.16,28.35,2.9099,0.000273
541.41,99.18,61.03,23.52,2332.53,1878434.23,Copper_C11000,117000,0.355,220,8940,11692.93,23232.32,23.47,11616.16,1,1,13.67,13.75,16.1,2.7974,0.000117
560.61,103.06,63.46,25.17,2594.3,2195057.19,Stainless_Steel_304,193000,0.29,215,8000,12196.97,24242.42,24.49,12121.21,2,2,17.97,18.11,11.97,1.6774,9.3e-05
579.8,106.94,65.9,26.83,2868.91,2550113.5,Aluminum_6061,69000,0.33,276,2700,12701.01,25252.53,25.51,12626.26,0,0,31.79,32.1,8.68,4.6439,0.000461
598.99,110.82,68.33,28.48,3156.35,2946594.15,Steel_AISI_1020,200000,0.29,350,7850,13205.05,26262.63,26.53,13131.31,1,1,11.34,11.47,30.87,1.5868,5.7e-05
618.18,114.69,70.77,30.14,3456.64,3387602.27,Titanium_Ti6Al4V,113800,0.342,880,4430,13709.09,27272.73,27.55,13636.36,2,2,15.07,15.27,58.38,2.7638,0.000132
637.37,118.57,73.21,31.79,3769.75,3876353.03,Copper_C11000,117000,0.355,220,8940,14213.13,28282.83,28.57,14141.41,0,0,33.32,33.81,6.6,2.6657,0.000285
656.57,122.45,75.64,33.45,4095.71,4416173.74,Stainless_Steel_304,193000,0.29,215,8000,14717.17,29292.93,29.59,14646.46,1,1,9.69,9.85,22.18,1.6033,5e-05
675.76,126.33,78.08,35.1,4434.5,5010503.76,Aluminum_6061,69000,0.33,276,2700,15221.21,30303.03,30.61,15151.52,2,2,12.99,13.21,21.25,4.452,0.000188
694.95,130.2,80.51,36.76,4786.12,5662894.57,Steel_AISI_1020,200000,0.29,350,7850,15725.25,31313.13,31.63,15656.57,0,0,35.32,35.96,9.91,1.5255,0.000177
714.14,134.08,82.95,38.41,5150.58,6377009.7,Titanium_Ti6Al4V,113800,0.342,880,4430,16229.29,32323.23,32.65,16161.62,1,1,8.47,8.63,103.92,2.6642,7.4e-05
733.33,137.96,85.38,40.07,5527.88,7156624.8,Copper_C11000,117000,0.355,220,8940,16733.33,33333.33,33.67,16666.67,2,2,11.42,11.65,19.26,2.5763,9.8e-05
752.53,141.84,87.82,41.72,5918.02,8005627.62,Stainless_Steel_304,193000,0.29,215,8000,17237.37,34343.43,34.69,17171.72,0,0,37.61,38.37,5.72,1.5535,0.000195
771.72,145.71,90.26,43.38,6320.99,8928017.96,Aluminum_6061,69000,0.33,276,2700,17741.41,35353.54,35.71,17676.77,1,1,7.53,7.68,36.66,4.3239,0.000109
790.91,149.59,92.69,45.03,6736.79,9927907.73,Steel_AISI_1020,200000,0.29,350,7850,18245.45,36363.64,36.73,18181.82,2,2,10.21,10.41,34.29,1.4851,5.1e-05
810.1,153.47,95.13,46.69,7165.43,11009520.95,Titanium_Ti6Al4V,113800,0.342,880,4430,18749.49,37373.74,37.76,18686.87,0,0,40.14,40.95,21.93,2.5995,0.000353
829.29,157.35,97.56,48.34,7606.91,12177193.7,Copper_C11000,117000,0.355,220,8940,19253.54,38383.84,38.78,19191.92,1,1,6.79,6.92,32.4,2.5192,5.8e-05
848.48,161.22,100.0,50.0,8061.22,13435374.15,Stainless_Steel_304,193000,0.29,215,8000,19757.58,39393.94,39.8,19696.97,2,2,9.24,9.42,23.26,1.5222,4.8e-05
867.68,165.1,5.0,2.0,330.2,1719.81,Aluminum_6061,69000,0.33,276,2700,20261.62,40404.04,40.82,20202.02,0,0,185.96,189.39,1.48,36505.5235,0.002695
886.87,168.98,7.44,3.66,617.65,5789.66,Steel_AISI_1020,200000,0.29,350,7850,20765.66,41414.14,41.84,20707.07,1,1,99.85,101.6,3.51,4098.2248,0.000499
906.06,172.86,9.87,5.31,917.93,13857.81,Titanium_Ti6Al4V,113800,0.342,880,4430,21269.7,42424.24,42.86,21212.12,2,2,91.9,93.4,9.58,3290.345,0.000808
925.25,176.73,12.31,6.97,1231.05,27458.1,Copper_C11000,117000,0.355,220,8940,21773.74,43434.34,43.88,21717.17,0,0,75.71,76.85,2.91,1763.0418,0.000647
944.44,180.61,14.74,8.62,1557.0,48236.49,Stainless_Steel_304,193000,0.29,215,8000,22277.78,44444.44,44.9,22222.22,1,1,40.58,41.13,5.3,662.9757,0.00021
963.64,184.49,17.18,10.28,1895.79,77951.0,Aluminum_6061,69000,0.33,276,2700,22781.82,45454.55,45.92,22727.27,2,2,46.81,47.37,5.9,1248.4432,0.000678
982.83,188.37,19.62,11.93,2247.42,118471.77,Steel_AISI_1020,200000,0.29,350,7850,23285.86,46464.65,46.94,23232.32,0,0,62.68,63.32,5.58,307.84,0.000313
1002.02,192.24,22.05,13.59,2611.88,171780.99,Titanium_Ti6Al4V,113800,0.342,880,4430,23789.9,47474.75,47.96,23737.37,1,1,25.46,25.67,34.56,404.6928,0.000224
1021.21,196.12,24.49,15.24,2989.18,239972.99,Copper_C11000,117000,0.355,220,8940,24293.94,48484.85,48.98,24242.42,2,2,31.52,31.73,6.98,305.1616,0.000269
1040.4,200.0,26.92,16.9,3379.31,325254.13,Stainless_Steel_304,193000,0.29,215,8000,24797.98,49494.95,50.0,24747.47,0,0,60.16,60.43,3.57,147.6091,0.000312
1059.6,10.0,29.36,18.55,185.52,21088.29,Aluminum_6061,69000,0.33,276,2700,25302.02,50505.05,0.0,25252.53,1,1,387.71,388.74,0.71,6877.2248,0.005619
1078.79,13.88,31.79,20.21,280.42,37170.88,Steel_AISI_1020,200000,0.29,350,7850,25806.06,51515.15,1.02,25757.58,2,2,365.99,366.23,0.96,1451.7485,0.00183
1097.98,17.76,34.23,21.86,388.16,59346.06,Titanium_Ti6Al4V,113800,0.342,880,4430,26310.1,52525.25,2.04,26262.63,0,0,194.69,194.43,4.52,1721.2086,0.001711
1117.17,21.63,36.67,23.52,508.74,88867.47,Copper_C11000,117000,0.355,220,8940,26814.14,53535.35,3.06,26767.68,1,1,150.41,149.91,1.46,1202.5894,0.001286
1136.36,25.51,39.1,25.17,642.15,127100.83,Stainless_Steel_304,193000,0.29,215,8000,27318.18,54545.45,4.08,27272.73,2,2,169.77,168.87,1.27,547.6015,0.00088
1155.56,29.39,41.54,26.83,788.4,175523.95,Aluminum_6061,69000,0.33,276,2700,27822.22,55555.56,5.1,27777.78,0,0,103.39,102.65,2.67,1190.0499,0.001498
1174.75,33.27,43.97,28.48,947.49,235726.73,Steel_AISI_1020,200000,0.29,350,7850,28326.26,56565.66,6.12,28282.83,1,1,85.3,84.54,4.1,327.6104,0.000426
1193.94,37.14,46.41,30.14,1119.41,309411.15,Titanium_Ti6Al4V,113800,0.342,880,4430,28830.3,57575.76,7.14,28787.88,2,2,102.85,101.76,8.56,469.5035,0.000904
1213.13,41.02,48.85,31.79,1304.17,398391.3,Copper_C11000,117000,0.355,220,8940,29334.34,58585.86,8.16,29292.93,0,0,68.18,67.35,3.23,379.1622,0.000583
1232.32,44.9,51.28,33.45,1501.76,504593.35,Stainless_Steel_304,193000,0.29,215,8000,29838.38,59595.96,9.18,29797.98,1,1,56.65,55.88,3.8,193.7836,0.000294
1251.52,48.78,53.72,35.1,1712.19,630055.54,Aluminum_6061,69000,0.33,276,2700,30342.42,60606.06,10.2,30303.03,2,2,70.77,69.71,3.9,463.0021,0.001026
1270.71,52.65,56.15,36.76,1935.45,776928.23,Steel_AISI_1020,200000,0.29,350,7850,30846.46,61616.16,11.22,30808.08,0,0,51.16,50.33,6.84,138.0075,0.000256
1289.9,56.53,58.59,38.41,2171.56,947473.86,Titanium_Ti6Al4V,113800,0.342,880,4430,31350.51,62626.26,12.24,31313.13,1,1,41.12,40.41,21.4,211.6522,0.000361
1309.09,60.41,61.03,40.07,2420.49,1144066.94,Copper_C11000,117000,0.355,220,8940,31854.55,63636.36,13.27,31818.18,2,2,52.53,51.58,4.19,181.2333,0.000449
1328.28,64.29,63.46,41.72,2682.27,1369194.09,Stainless_Steel_304,193000,0.29,215,8000,32358.59,64646.46,14.29,32323.23,0,0,42.23,41.44,5.09,97.4829,0.000219
1347.47,68.16,65.9,43.38,2956.88,1625454.02,Aluminum_6061,69000,0.33,276,2700,32862.63,65656.57,15.31,32828.28,1,1,31.59,30.98,8.74,243.6371,0.000458
1366.67,72.04,68.33,45.03,3244.32,1915557.52,Steel_AISI_1020,200000,0.29,350,7850,33366.67,66666.67,16.33,33333.33,2,2,40.95,40.15,8.55,75.5803,0.000205
1385.86,75.92,70.77,46.69,3544.6,2242327.48,Titanium_Ti6Al4V,113800,0.342,880,4430,33870.71,67676.77,17.35,33838.38,0,0,37.64,36.9,23.38,120.1209,0.000331
1405.05,79.8,73.21,48.34,3857.72,2608698.86,Copper_C11000,117000,0.355,220,8940,34374.75,68686.87,18.37,34343.43,1,1,25.24,24.74,8.72,106.205,0.000216
1424.24,83.67,75.64,50.0,4183.67,3017718.72,Stainless_Steel_304,193000,0.29,215,8000,34878.79,69696.97,19.39,34848.48,2,2,33.08,32.45,6.5,58.802,0.000171
1443.43,87.55,78.08,2.0,175.1,3472546.23,Aluminum_6061,69000,0.33,276,2700,35382.83,70707.07,20.41,35353.54,0,0,581.38,570.47,0.47,150.8668,0.008426
1462.63,91.43,80.51,3.66,334.19,3976452.61,Steel_AISI_1020,200000,0.29,350,7850,35886.87,71717.17,21.43,35858.59,1,1,296.22,290.85,1.18,47.9322,0.001481
1481.82,95.31,82.95,5.31,506.11,4532821.2,Titanium_Ti6Al4V,113800,0.342,880,4430,36390.91,72727.27,22.45,36363.64,2,2,279.14,274.31,3.15,77.8604,0.002453
1501.01,99.18,85.38,6.97,690.87,5145147.42,Copper_C11000,117000,0.355,220,8940,36894.95,73737.37,23.47,36868.69,0,0,161.45,158.82,1.36,70.2328,0.00138
1520.2,103.06,87.82,8.62,888.46,5817038.77,Stainless_Steel_304,193000,0.29,215,8000,37398.99,74747.47,24.49,37373.74,1,1,115.94,114.18,1.85,39.6092,0.000601
1539.39,106.94,90.26,10.28,1098.89,6552214.86,Aluminum_6061,69000,0.33,276,2700,37903.03,75757.58,25.51,37878.79,2,2,133.58,131.74,2.07,103.3704,0.001936
1558.59,110.82,92.69,11.93,1322.15,7354507.37,Steel_AISI_1020,200000,0.29,350,7850,38407.07,76767.68,26.53,38383.84,0,0,95.04,93.87,3.68,33.3648,0.000475
1577.78,114.69,95.13,13.59,1558.25,8227860.07,Titanium_Ti6Al4V,113800,0.342,880,4430,38911.11,77777.78,27.55,38888.89,1,1,68.54,67.8,12.84,54.9989,0.000602
1596.97,118.57,97.56,15.24,1807.19,9176328.84,Copper_C11000,117000,0.355,220,8940,39415.15,78787.88,28.57,39393.94,2,2,84.12,83.36,2.62,50.2952,0.000719
1616.16,122.45,100.0,16.9,2068.97,10204081.63,Stainless_Steel_304,193000,0.29,215,8000,39919.19,79797.98,29.59,39898.99,0,0,70.63,70.12,3.04,28.7308,0.000366
1635.35,126.33,5.0,18.55,2343.57,1315.9,Aluminum_6061,69000,0.33,276,2700,40423.23,80808.08,30.61,40404.04,1,1,173.37,172.44,1.59,652557.8596,0.002513
1654.55,130.2,7.44,20.21,2631.02,4461.12,Steel_AISI_1020,200000,0.29,350,7850,40927.27,81818.18,31.63,40909.09,2,2,101.89,101.54,3.43,69495.7294,0.000509
1673.74,134.08,9.87,21.86,2931.3,10749.21,Titanium_Ti6Al4V,113800,0.342,880,4430,41431.31,82828.28,32.65,41414.14,0,0,59.68,59.59,14.75,53014.5763,0.000524
1692.93,137.96,12.31,23.52,3244.42,21433.8,Copper_C11000,117000,0.355,220,8940,41935.35,83838.38,33.67,41919.19,1,1,47.71,47.74,4.61,27031.3306,0.000408
1712.12,141.84,14.74,25.17,3570.37,37880.63,Stainless_Steel_304,193000,0.29,215,8000,42439.39,84848.48,34.69,42424.24,2,2,52.15,52.28,4.12,9686.947,0.00027
1731.31,145.71,17.18,26.83,3909.16,61567.49,Aluminum_6061,69000,0.33,276,2700,42943.43,85858.59,35.71,42929.29,0,0,54.56,54.8,5.06,17408.2031,0.000791
1750.51,149.59,19.62,28.48,4260.79,94084.29,Steel_AISI_1020,200000,0.29,350,7850,43447.47,86868.69,36.73,43434.34,1,1,31.23,31.43,11.21,4102.0256,0.000156
1769.7,153.47,22.05,30.14,4625.25,137133.02,Titanium_Ti6Al4V,113800,0.342,880,4430,43951.52,87878.79,37.76,43939.39,2,2,38.48,38.8,22.87,5160.1636,0.000338
1788.89,157.35,24.49,31.79,5002.55,192527.75,Copper_C11000,117000,0.355,220,8940,44455.56,88888.89,38.78,44444.44,0,0,52.48,53.01,4.19,3728.1654,0.000449
